# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
      12.344        0.000      117.352     1378.582
      12.356        0.000      117.352     1378.582
      12.369        0.000      117.352     1378.582
      12.381        0.000      117.352     1378.582
      12.392        0.000      117.352     1378.582
      12.407        0.000      117.352     1378.582
      12.420        0.000      117.352     1378.582
      12.432        0.000      117.352     1378.582
      12.444        0.000      117.352     1378.582
      12.456        0.000      117.605     1378.582
      12.468        0.000      117.605     1378.582
      12.480        0.000      117.605     1378.582
      12.492        0.000      117.605     1378.582
      12.504        0.000      117.605     1378.582
      12.517        0.000      117.605     1378.582
      12.529        0.000      117.605     1378.582
      12.543        0.000      117.605     1378.582
      12.556        0.000      117.605     1378.582
      12.569        0.000      117.605     1378.582
      12.582        0.000      117.605     1378.582
      12.594        0.000      117.605     1378.582
      12.606        0.000      117.605     1378.582
      12.619        0.000      117.605     1378.582
      12.631        0.000      117.605     1378.582
      12.643        0.000      117.605     1378.582
      12.656        0.000      117.605     1378.582
      12.668        0.000      117.605     1378.582
      12.680        0.000      117.605     1378.582
      12.692        0.000      117.605     1378.582
      12.704        0.000      117.605     1378.582
      12.716        0.000      117.605     1378.582
      12.729        0.000      117.605     1378.582
      12.741        0.000      117.605     1378.582
      12.753        0.000      117.605     1378.582
      12.766        0.000      117.605     1378.582
      12.778        0.000      117.605     1378.582
      12.790        0.000      117.605     1378.582
      12.803        0.000      117.605     1378.582
      12.815        0.000      117.605     1378.582
      12.827        0.000      117.605     1378.582
      12.840        0.000      117.605     1378.582
      12.853        0.000      117.605     1378.582
      12.865        0.000      117.605     1378.582
      12.878        0.000      117.605     1378.582
      12.894        0.000      117.605     1378.582
      12.907        0.000      117.605     1378.582
      12.920        0.000      117.605     1378.582
      12.932        0.000      117.605     1378.582
      12.944        0.000      117.605     1378.582
      12.957        0.000      117.605     1378.582
      12.969        0.000      117.605     1378.582
      12.981        0.000      117.605     1378.582
      12.993        0.000      117.605     1378.582
      13.005        0.000      117.605     1378.582
      13.017        0.000      117.605     1378.582
      13.029        0.000      117.605     1378.582
      13.042        0.000      117.605     1378.582
      13.054        0.000      117.605     1378.582
      13.066        0.000      117.605     1378.582
      13.078        0.000      117.605     1378.582
      13.090        0.000      117.605     1378.582
      13.102        0.000      117.605     1378.582
      13.114        0.000      117.605     1378.582
      13.126        0.000      117.605     1378.582
      13.138        0.000      117.605     1378.582
      13.150        0.000      117.605     1378.582
      13.163        0.000      117.605     1378.582
      13.174        0.000      117.605     1378.582
      13.187        0.000      117.605     1378.582
      13.199        0.000      117.605     1378.582
      13.211        0.000      117.605     1378.582
      13.223        0.000      117.605     1378.582
      13.236        0.000      117.605     1378.582
      13.248        0.000      117.859     1378.582
      13.262        0.000      117.859     1378.582
      13.276        0.000      117.859     1378.582
      13.289        0.000      117.859     1378.582
      13.301        0.000      117.859     1378.582
      13.313        0.000      117.859     1378.582
      13.325        0.000      117.859     1378.582
      13.338        0.000      117.859     1378.582
      13.350        0.000      117.859     1378.582
      13.362        0.000      117.859     1378.582
      13.375        0.000      117.859     1378.582
      13.388        0.000      117.859     1378.582
      13.400        0.000      117.859     1378.582
      13.413        0.000      117.859     1378.582
      13.425        0.000      117.859     1378.582
      13.438        0.000      117.859     1378.582
      13.451        0.000      117.859     1378.582
      13.465        0.000      117.859     1378.582
      13.477       82.500      117.859     1378.582
      13.490        0.000      117.859     1378.582
      13.502        0.000      117.859     1378.582
      13.514        0.000      117.859     1378.582
      13.526        0.000      117.859     1378.582
      13.539        0.000      118.113     1378.582
      13.551        0.000      118.113     1378.582
      13.563        0.000      118.113     1378.582
      13.575        0.000      118.367     1378.582
      13.587        0.000      118.367     1378.582
      13.600        0.000      118.367     1378.582
      13.613        0.000      118.367     1378.582
      13.625        0.000      118.367     1378.582
      13.639        0.000      118.367     1378.582
      13.652        0.000      118.367     1378.582
      13.664        0.000      118.367     1378.582
      13.677        0.000      118.367     1378.582
      13.689        0.000      118.367     1378.582
      13.702        0.000      118.367     1378.582
      13.713        0.000      118.367     1378.582
      13.726        0.000      118.367     1378.582
      13.738        0.000      118.367     1378.582
      13.750        0.000      118.367     1378.582
      13.763        0.000      118.367     1378.582
      13.775        0.000      118.367     1378.582
      13.787        0.000      118.367     1378.582
      13.799        0.000      118.367     1378.582
      13.812        0.000      118.367     1378.582
      13.825        0.000      118.621     1378.582
      13.837        0.000      118.621     1378.582
      13.849        0.000      118.621     1378.582
      13.861        0.000      118.621     1378.582
      13.875        0.000      118.621     1378.582
      13.888        0.000      118.621     1378.582
      13.901        0.000      118.621     1378.582
      13.915        0.000      118.621     1378.582
      13.928        0.000      118.621     1378.582
      13.940        0.000      118.621     1378.582
      13.952        0.000      118.621     1378.582
      13.964        0.000      118.621     1378.582
      13.976        0.000      118.621     1378.582
      13.988        0.000      118.621     1378.582
      14.000        0.000      118.887     1378.582
      14.013        0.000      118.887     1378.582
      14.025        0.000      118.887     1378.582
      14.037        0.000      118.887     1378.582
      14.049        0.000      118.887     1378.582
      14.061        0.000      118.887     1378.582
      14.073        0.000      118.887     1378.582
      14.085        0.000      118.887     1378.582
      14.097        0.000      118.887     1378.582
      14.109        0.000      118.887     1378.582
      14.121        0.000      118.887     1378.582
      14.133        0.000      118.887     1378.582
      14.145        0.000      118.887     1378.582
      14.157        0.000      118.887     1378.582
      14.169        0.000      118.887     1378.582
      14.181        0.000      119.148     1378.582
      14.193        0.000      119.148     1378.582
      14.205        0.000      119.148     1378.582
      14.217        0.000      119.148     1378.582
      14.229        0.000      119.148     1378.582
      14.242       80.600      119.148     1378.582
      14.254        0.000      119.148     1378.582
      14.266        0.000      119.148     1378.582
      14.278        0.000      119.148     1378.582
      14.290        0.000      119.148     1378.582
      14.302        0.000      119.148     1378.582
      14.314        0.000      119.148     1378.582
      14.326        0.000      119.148     1378.582
      14.338        0.000      119.148     1378.582
      14.350        0.000      119.148     1378.582
      14.362        0.000      119.148     1378.582
      14.374        0.000      119.148     1378.582
      14.388        0.000      119.148     1378.582
      14.402        0.000      119.148     1378.582
      14.415        0.000      119.148     1378.582
      14.430        0.000      119.406     1378.582
      14.442        0.000      119.406     1378.582
      14.454        0.000      119.406     1378.582
      14.467        0.000      119.406     1378.582
      14.479        0.000      119.406     1378.582
      14.491        0.000      119.406     1378.582
      14.503        0.000      119.406     1378.582
      14.515        0.000      119.406     1378.582
      14.527        0.000      119.406     1378.582
      14.539        0.000      119.406     1378.582
      14.551        0.000      119.406     1378.582
      14.563        0.000      119.406     1378.582
      14.575        0.000      119.406     1378.582
      14.587        0.000      119.406     1378.582
      14.599        0.000      119.406     1378.582
      14.611        0.000      119.406     1378.582
      14.623        0.000      119.406     1378.582
      14.635        0.000      119.406     1378.582
      14.647        0.000      119.406     1378.582
      14.659        0.000      119.406     1378.582
      14.671        0.000      119.406     1378.582
      14.683        0.000      119.406     1378.582
      14.695        0.000      119.406     1378.582
      14.707        0.000      119.406     1378.582
      14.719        0.000      119.406     1378.582
      14.730        0.000      119.406     1378.582
      14.743        0.000      119.406     1378.582
      14.755        0.000      119.406     1378.582
      14.767        0.000      119.406     1378.582
      14.779        0.000      119.406     1378.582
      14.791        0.000      119.406     1378.582
      14.803        0.000      119.406     1378.582
      14.815        0.000      119.406     1378.582
      14.827        0.000      119.406     1378.582
      14.839        0.000      119.406     1378.582
      14.851        0.000      119.406     1378.582
      14.864        0.000      119.406     1378.582
      14.876        0.000      119.406     1378.582
      14.888        0.000      119.406     1378.582
      14.901        0.000      119.406     1378.582
      14.915        0.000      119.406     1378.582
      14.927        0.000      119.406     1378.582
      14.940        0.000      119.406     1378.582
      14.952        0.000      119.406     1378.582
      14.964        0.000      119.406     1378.582
      14.976        0.000      119.406     1378.582
      14.988        0.000      119.406     1378.582
      15.000        0.000      119.406     1378.582
      15.012        0.000      119.406     1378.582
      15.024        0.000      119.406     1378.582
      15.036        0.000      119.406     1378.582
      15.048        0.000      119.406     1378.582
      15.059        0.000      119.406     1378.582
      15.072        0.000      119.406     1378.582
      15.083        0.000      119.406     1378.582
      15.095        0.000      119.406     1378.582
      15.107        0.000      119.406     1378.582
      15.119        0.000      119.406     1378.582
      15.131        0.000      119.406     1378.582
      15.146        0.000      119.406     1378.582
      15.158        0.000      119.406     1378.582
      15.170        0.000      119.406     1378.582
      15.182        0.000      119.406     1378.582
      15.194        0.000      119.406     1378.582
      15.206        0.000      119.406     1378.582
      15.218        0.000      119.406     1378.582
      15.230        0.000      119.406     1378.582
      15.242        0.000      119.406     1378.582
      15.254        0.000      119.406     1378.582
      15.266        0.000      119.406     1378.582
      15.278        0.000      119.406     1378.582
      15.290        0.000      119.406     1378.582
      15.302        0.000      119.406     1378.582
      15.314        0.000      119.406     1378.582
      15.326        0.000      119.406     1378.582
      15.338        0.000      119.406     1378.582
      15.350        0.000      119.406     1378.582
      15.362        0.000      119.406     1378.582
      15.374        0.000      119.406     1378.582
      15.387        0.000      119.406     1378.582
      15.401       71.700      119.406     1378.582
      15.417        0.000      119.406     1378.582
      15.430        0.000      119.406     1378.582
      15.443        0.000      119.406     1378.582
      15.455        0.000      119.406     1378.582
      15.466        0.000      119.406     1378.582
      15.479        0.000      119.406     1378.582
      15.490        0.000      119.406     1378.582
      15.502        0.000      119.406     1378.582
      15.514        0.000      119.406     1378.582
      15.526        0.000      119.406     1378.582
      15.538        0.000      119.406     1378.582
      15.549        0.000      119.406     1378.582
      15.561        0.000      119.406     1378.582
      15.573        0.000      119.406     1378.582
      15.584        0.000      119.406     1378.582
      15.596        0.000      119.406     1378.582
      15.608        0.000      119.406     1378.582
      15.620        0.000      119.406     1378.582
      15.632        0.000      119.406     1378.582
      15.643        0.000      119.406     1378.582
      15.655        0.000      119.406     1378.582
      15.667        0.000      119.406     1378.582
      15.679        0.000      119.406     1378.582
      15.691        0.000      119.406     1378.582
      15.702        0.000      119.406     1378.582
      15.714        0.000      119.406     1378.582
      15.726        0.000      119.406     1378.582
      15.738        0.000      119.664     1378.582
      15.750        0.000      119.664     1378.582
      15.762        0.000      119.668     1378.582
      15.774        0.000      119.668     1378.582
      15.786        0.000      119.668     1378.582
      15.797        0.000      119.668     1378.582
      15.809        0.000      119.668     1378.582
      15.821        0.000      119.668     1378.582
      15.833       83.800      119.668     1378.582
      15.845        0.000      119.668     1378.582
      15.857        0.000      119.668     1378.582
      15.870        0.000      119.668     1378.582
      15.882        0.000      119.668     1378.582
      15.894        0.000      119.668     1378.582
      15.910        0.000      119.668     1378.582
      15.927        0.000      119.668     1378.582
      15.941        0.000      119.668     1378.582
      15.954        0.000      119.668     1378.582
      15.967        0.000      119.668     1378.582
      15.981        0.000      119.668     1378.582
      15.992        0.000      119.668     1378.582
      16.004        0.000      119.668     1378.582
      16.016        0.000      119.668     1378.582
      16.028        0.000      119.668     1378.582
      16.039        0.000      119.668     1378.582
      16.051        0.000      119.668     1378.582
      16.063        0.000      119.668     1378.582
      16.075        0.000      119.668     1378.582
      16.086        0.000      119.668     1378.582
      16.098        0.000      119.668     1378.582
      16.110        0.000      119.668     1378.582
      16.122        0.000      119.668     1378.582
      16.134        0.000      119.668     1378.582
      16.145        0.000      119.668     1378.582
      16.157        0.000      119.668     1378.582
      16.169        0.000      119.668     1378.582
      16.180        0.000      119.668     1378.582
      16.192        0.000      119.668     1378.582
      16.204        0.000      119.668     1378.582
      16.215        0.000      119.668     1378.582
      16.227        0.000      119.668     1378.582
      16.240        0.000      119.668     1378.582
      16.252        0.000      119.668     1378.582
      16.266        0.000      119.668     1378.582
      16.281        0.000      119.668     1378.582
      16.293        0.000      119.668     1378.582
      16.305        0.000      119.668     1378.582
      16.316        0.000      119.668     1378.582
      16.328        0.000      119.668     1378.582
      16.340        0.000      119.668     1378.582
      16.351        0.000      119.668     1378.582
      16.363        0.000      119.668     1378.582
      16.375        0.000      119.668     1378.582
      16.387        0.000      119.668     1378.582
      16.399        0.000      119.668     1378.582
      16.410        0.000      119.668     1378.582
      16.423        0.000      119.668     1378.582
      16.435        0.000      119.668     1378.582
      16.448        0.000      119.668     1378.582
      16.459        0.000      119.668     1378.582
      16.471        0.000      119.668     1378.582
      16.482        0.000      119.668     1378.582
      16.494        0.000      119.668     1378.582
      16.506        0.000      119.668     1378.582
      16.518        0.000      119.668     1378.582
      16.529        0.000      119.668     1378.582
      16.541        0.000      119.668     1378.582
      16.553        0.000      119.668     1378.582
      16.565        0.000      119.668     1378.582
      16.577        0.000      119.668     1378.582
      16.589        0.000      119.668     1378.582
      16.601        0.000      119.668     1378.582
      16.613        0.000      119.668     1378.582
      16.625        0.000      119.668     1378.582
      16.637        0.000      119.668     1378.582
      16.650        0.000      119.668     1378.582
      16.664        0.000      119.668     1378.582
      16.676        0.000      119.668     1378.582
      16.689        0.000      119.930     1378.582
      16.701        0.000      119.930     1378.582
      16.712        0.000      119.930     1378.582
      16.724        0.000      119.930     1378.582
      16.736        0.000      119.930     1378.582
      16.748        0.000      119.930     1378.582
      16.759        0.000      119.930     1378.582
      16.771        0.000      119.930     1378.582
      16.783        0.000      119.930     1378.582
      16.795        0.000      119.930     1378.582
      16.807        0.000      119.930     1378.582
      16.818        0.000      119.930     1378.582
      16.831        0.000      119.930     1378.582
      16.843        0.000      120.191     1378.582
      16.855        0.000      120.191     1378.582
      16.867        0.000      120.191     1378.582
      16.879        0.000      120.191     1378.582
      16.891        0.000      120.191     1378.582
      16.903        0.000      120.191     1378.582
      16.915        0.000      120.191     1378.582
      16.928        0.000      120.191     1378.582
      16.941        0.000      120.191     1378.582
      16.953        0.000      120.191     1378.582
      16.965        0.000      120.191     1378.582
      16.976        0.000      120.191     1378.582
      16.988        0.000      120.191     1378.582
      17.000        0.000      120.191     1378.582
      17.012        0.000      120.191     1378.582
      17.024        0.000      120.191     1378.582
      17.036        0.000      120.191     1378.582
      17.048        0.000      120.191     1378.582
      17.060        0.000      120.191     1378.582
      17.072        0.000      120.191     1378.582
      17.084        0.000      120.191     1378.582
      17.096        0.000      120.191     1378.582
      17.108        0.000      120.191     1378.582
      17.120        0.000      120.191     1378.582
      17.131        0.000      120.191     1378.582
      17.143       84.400      120.191     1378.582
      17.155        0.000      120.191     1378.582
      17.167        0.000      120.191     1378.582
      17.179        0.000      120.191     1378.582
      17.191        0.000      120.191     1378.582
      17.203        0.000      120.191     1378.582
      17.215        0.000      120.191     1378.582
      17.227        0.000      120.191     1378.582
      17.239        0.000      120.191     1378.582
      17.252        0.000      120.191     1378.582
      17.264        0.000      120.191     1378.582
      17.276        0.000      120.191     1378.582
      17.288        0.000      120.191     1378.582
      17.300        0.000      120.191     1378.582
      17.312        0.000      120.191     1378.582
      17.324        0.000      120.191     1378.582
      17.336        0.000      120.191     1378.582
      17.348        0.000      120.191     1378.582
      17.360        0.000      120.191     1378.582
      17.372        0.000      120.191     1378.582
      17.384        0.000      120.191     1378.582
      17.397        0.000      120.191     1378.582
      17.412        0.000      120.191     1378.582
      17.424        0.000      120.191     1378.582
      17.437        0.000      120.191     1378.582
      17.450        0.000      120.191     1378.582
      17.462        0.000      120.191     1378.582
      17.474        0.000      120.191     1378.582
      17.486        0.000      120.191     1378.582
      17.498        0.000      120.191     1378.582
      17.510        0.000      120.191     1378.582
      17.522        0.000      120.191     1378.582
      17.534        0.000      120.191     1378.582
      17.546        0.000      120.191     1378.582
      17.558        0.000      120.191     1378.582
      17.570        0.000      120.191     1378.582
      17.582        0.000      120.191     1378.582
      17.595        0.000      120.191     1378.582
      17.607        0.000      120.191     1378.582
      17.619        0.000      120.191     1378.582
      17.631        0.000      120.191     1378.582
      17.643        0.000      120.191     1378.582
      17.655        0.000      120.191     1378.582
      17.667        0.000      120.191     1378.582
      17.679        0.000      120.191     1378.582
      17.691        0.000      120.191     1378.582
      17.704        0.000      120.191     1378.582
      17.716        0.000      120.191     1378.582
      17.728        0.000      120.191     1378.582
      17.740        0.000      120.191     1378.582
      17.752        0.000      120.191     1378.582
      17.764        0.000      120.191     1378.582
      17.776        0.000      120.191     1378.582
      17.788        0.000      120.191     1378.582
      17.800        0.000      120.191     1378.582
      17.812        0.000      120.191     1378.582
      17.824        0.000      120.191     1378.582
      17.836        0.000      120.191     1378.582
      17.848        0.000      120.191     1378.582
      17.861        0.000      120.191     1378.582
      17.873        0.000      120.191     1378.582
      17.885        0.000      120.191     1378.582
      17.897        0.000      120.191     1378.582
      17.910        0.000      120.191     1378.582
      17.923        0.000      120.191     1378.582
      17.936        0.000      120.191     1378.582
      17.949        0.000      120.191     1378.582
      17.960        0.000      120.191     1378.582
      17.973        0.000      120.191     1378.582
      17.985        0.000      120.191     1378.582
      17.997       83.900      120.191     1378.582
      18.009        0.000      120.191     1378.582
      18.021        0.000      120.191     1378.582
      18.033        0.000      120.191     1378.582
      18.045        0.000      120.191     1378.582
      18.057        0.000      120.191     1378.582
      18.069        0.000      120.449     1378.582
      18.082        0.000      120.449     1378.582
      18.094        0.000      120.449     1378.582
      18.107        0.000      120.453     1378.582
      18.119        0.000      120.453     1378.582
      18.131        0.000      120.453     1378.582
      18.143        0.000      120.453     1378.582
      18.156        0.000      120.453     1378.582
      18.170        0.000      120.453     1378.582
      18.182       80.400      120.453     1378.582
      18.194        0.000      120.453     1378.582
      18.206        0.000      120.453     1378.582
      18.219        0.000      120.453     1378.582
      18.231        0.000      120.453     1378.582
      18.243        0.000      120.453     1378.582
      18.256        0.000      120.453     1378.582
      18.268        0.000      120.453     1378.582
      18.280        0.000      120.453     1378.582
      18.293        0.000      120.453     1378.582
      18.305        0.000      120.453     1378.582
      18.317        0.000      120.453     1378.582
      18.330        0.000      120.453     1378.582
      18.343        0.000      120.453     1378.582
      18.355        0.000      120.453     1378.582
      18.368        0.000      120.453     1378.582
      18.380        0.000      120.453     1378.582
      18.392        0.000      120.453     1378.582
      18.404        0.000      120.453     1378.582
      18.416        0.000      120.453     1378.582
      18.429        0.000      120.453     1378.582
      18.442        0.000      120.453     1378.582
      18.455        0.000      120.453     1378.582
      18.467        0.000      120.453     1378.582
      18.479        0.000      120.453     1378.582
      18.491        0.000      120.453     1378.582
      18.503        0.000      120.453     1378.582
      18.515        0.000      120.453     1378.582
      18.527        0.000      120.453     1378.582
      18.538        0.000      120.453     1378.582
      18.551        0.000      120.453     1378.582
      18.562        0.000      120.453     1378.582
      18.574        0.000      120.453     1378.582
      18.586        0.000      120.453     1378.582
      18.599        0.000      120.453     1378.582
      18.610        0.000      120.453     1378.582
      18.622        0.000      120.453     1378.582
      18.634        0.000      120.453     1378.582
      18.647        0.000      120.453     1378.582
      18.663        0.000      120.453     1378.582
      18.675        0.000      120.453     1378.582
      18.687        0.000      120.453     1378.582
      18.700        0.000      120.453     1378.582
      18.711        0.000      120.453     1378.582
      18.723        0.000      120.453     1378.582
      18.735        0.000      120.453     1378.582
      18.747        0.000      120.453     1378.582
      18.759        0.000      120.453     1378.582
      18.771        0.000      120.453     1378.582
      18.783        0.000      120.453     1378.582
      18.796        0.000      120.453     1378.582
      18.808        0.000      120.453     1378.582
      18.820        0.000      120.453     1378.582
      18.832        0.000      120.453     1378.582
      18.844        0.000      120.453     1378.582
      18.857        0.000      120.453     1378.582
      18.869        0.000      120.453     1378.582
      18.881        0.000      120.453     1378.582
      18.893        0.000      120.453     1378.582
      18.906        0.000      120.453     1378.582
      18.921        0.000      120.453     1378.582
      18.934        0.000      120.453     1378.582
      18.948        0.000      120.453     1378.582
      18.960        0.000      120.453     1378.582
      18.972        0.000      120.453     1378.582
      18.984        0.000      120.453     1378.582
      18.997        0.000      120.453     1378.582
      19.009        0.000      120.453     1378.582
      19.021        0.000      120.453     1378.582
      19.033        0.000      120.453     1378.582
      19.045        0.000      120.453     1378.582
      19.057        0.000      120.453     1378.582
      19.069        0.000      120.453     1378.582
      19.081        0.000      120.453     1378.582
      19.093        0.000      120.453     1378.582
      19.105        0.000      120.453     1378.582
      19.117        0.000      120.453     1378.582
      19.129        0.000      120.453     1378.582
      19.141        0.000      120.453     1378.582
      19.153        0.000      120.453     1378.582
      19.165        0.000      120.453     1378.582
      19.176        0.000      120.453     1378.582
      19.188        0.000      120.453     1378.582
      19.200        0.000      120.453     1378.582
      19.212        0.000      120.453     1378.582
      19.224        0.000      120.453     1378.582
      19.235        0.000      120.453     1378.582
      19.250        0.000      120.453     1378.582
      19.263        0.000      120.453     1378.582
      19.276        0.000      120.453     1378.582
      19.289        0.000      120.453     1378.582
      19.300        0.000      120.453     1378.582
      19.312        0.000      120.453     1378.582
      19.324        0.000      120.453     1378.582
      19.336        0.000      120.453     1378.582
      19.348        0.000      120.453     1378.582
      19.360        0.000      120.453     1378.582
      19.372        0.000      120.453     1378.582
      19.385        0.000      120.453     1378.582
      19.404        0.000      120.453     1378.582
      19.419        0.000      120.453     1378.582
      19.433        0.000      120.715     1378.582
      19.448        0.000      120.715     1378.582
      19.461        0.000      120.715     1378.582
      19.473        0.000      120.715     1378.582
      19.485        0.000      120.715     1378.582
      19.497        0.000      120.715     1378.582
      19.509        0.000      120.715     1378.582
      19.521        0.000      120.715     1378.582
      19.533        0.000      120.715     1378.582
      19.545        0.000      120.715     1378.582
      19.557        0.000      120.715     1378.582
      19.569        0.000      120.715     1378.582
      19.581        0.000      120.715     1378.582
      19.593        0.000      120.715     1378.582
      19.605        0.000      120.715     1378.582
      19.617        0.000      120.715     1378.582
      19.630        0.000      120.715     1378.582
      19.642        0.000      120.715     1378.582
      19.654        0.000      120.715     1378.582
      19.667        0.000      120.715     1378.582
      19.680        0.000      120.715     1378.582
      19.692        0.000      120.715     1378.582
      19.704        0.000      120.715     1378.582
      19.716        0.000      120.715     1378.582
      19.728        0.000      120.715     1378.582
      19.740        0.000      120.715     1378.582
      19.752        0.000      120.715     1378.582
      19.763        0.000      120.715     1378.582
      19.775        0.000      120.715     1378.582
      19.787        0.000      120.715     1378.582
      19.799        0.000      120.715     1378.582
      19.811        0.000      120.715     1378.582
      19.823        0.000      120.715     1378.582
      19.834        0.000      120.715     1378.582
      19.846        0.000      120.715     1378.582
      19.858        0.000      120.715     1378.582
      19.870        0.000      120.715     1378.582
      19.882        0.000      120.715     1378.582
      19.894        0.000      120.715     1378.582
      19.906        0.000      120.715     1378.582
      19.919        0.000      120.715     1378.582
      19.932        0.000      120.715     1378.582
      19.945        0.000      120.715     1378.582
      19.958        0.000      120.715     1378.582
      19.971        0.000      120.715     1378.582
      19.984        0.000      120.715     1378.582
      19.997        0.000      120.715     1378.582
      20.010        0.000      120.715     1378.582
      20.022        0.000      120.715     1378.582
      20.033        0.000      120.715     1378.582
      20.046        0.000      120.715     1378.582
      20.058        0.000      120.715     1378.582
      20.070        0.000      120.715     1378.582
      20.082        0.000      120.715     1378.582
      20.094        0.000      120.715     1378.582
      20.106        0.000      120.715     1378.582
      20.119        0.000      120.715     1378.582
      20.131        0.000      120.715     1378.582
      20.143        0.000      120.715     1378.582
      20.156        0.000      120.715     1378.582
      20.169        0.000      120.973     1378.582
      20.181        0.000      120.973     1378.582
      20.194        0.000      120.973     1378.582
      20.206        0.000      120.973     1378.582
      20.218        0.000      120.973     1378.582
      20.230        0.000      120.973     1378.582
      20.243        0.000      120.973     1378.582
      20.255        0.000      120.973     1378.582
      20.268        0.000      120.973     1378.582
      20.281        0.000      120.973     1378.582
      20.293        0.000      120.973     1378.582
      20.306        0.000      120.973     1378.582
      20.318        0.000      120.973     1378.582
      20.330        0.000      120.973     1378.582
      20.343        0.000      120.973     1378.582
      20.355        0.000      120.973     1378.582
      20.368        0.000      120.973     1378.582
      20.381        0.000      120.973     1378.582
      20.393        0.000      120.973     1378.582
      20.405        0.000      121.227     1378.582
      20.418        0.000      121.227     1378.582
      20.430        0.000      121.227     1378.582
      20.443        0.000      121.227     1378.582
      20.456        0.000      121.227     1378.582
      20.468       79.200      121.227     1378.582
      20.480        0.000      121.227     1378.582
      20.493        0.000      121.227     1378.582
      20.505        0.000      121.227     1378.582
      20.517        0.000      121.227     1378.582
      20.530        0.000      121.227     1378.582
      20.542        0.000      121.227     1378.582
      20.554        0.000      121.227     1378.582
      20.566        0.000      121.227     1378.582
      20.578        0.000      121.227     1378.582
      20.590        0.000      121.227     1378.582
      20.602        0.000      121.227     1378.582
      20.615        0.000      121.227     1378.582
      20.627        0.000      121.227     1378.582
      20.639        0.000      121.227     1378.582
      20.653        0.000      121.227     1378.582
      20.665        0.000      121.227     1378.582
      20.677        0.000      121.227     1378.582
      20.689        0.000      121.227     1378.582
      20.701        0.000      121.227     1378.582
      20.713        0.000      121.227     1378.582
      20.726        0.000      121.227     1378.582
      20.739        0.000      121.230     1378.582
      20.751        0.000      121.230     1378.582
      20.764        0.000      121.230     1378.582
      20.776        0.000      121.230     1378.582
      20.788        0.000      121.230     1378.582
      20.801        0.000      121.230     1378.582
      20.813        0.000      121.230     1378.582
      20.825       81.200      121.230     1378.582
      20.838        0.000      121.230     1378.582
      20.851        0.000      121.230     1378.582
      20.863        0.000      121.230     1378.582
      20.876        0.000      121.230     1378.582
      20.889        0.000      121.230     1378.582
      20.901        0.000      121.230     1378.582
      20.913        0.000      121.230     1378.582
      20.926        0.000      121.230     1378.582
      20.938        0.000      121.230     1378.582
      20.951        0.000      121.230     1378.582
      20.963        0.000      121.230     1378.582
      20.975        0.000      121.230     1378.582
      20.987        0.000      121.230     1378.582
      21.000        0.000      121.230     1378.582
      21.013        0.000      121.230     1378.582
      21.025        0.000      121.230     1378.582
      21.037        0.000      121.230     1378.582
      21.049        0.000      121.230     1378.582
      21.062        0.000      121.230     1378.582
      21.074        0.000      121.230     1378.582
      21.087        0.000      121.230     1378.582
      21.098        0.000      121.230     1378.582
      21.111        0.000      121.484     1378.582
      21.123        0.000      121.484     1378.582
      21.136        0.000      121.484     1378.582
      21.148        0.000      121.484     1378.582
      21.160        0.000      121.484     1378.582
      21.172        0.000      121.484     1378.582
      21.185        0.000      121.484     1378.582
      21.197        0.000      121.484     1378.582
      21.209        0.000      121.484     1378.582
      21.222        0.000      121.484     1378.582
      21.234        0.000      121.484     1378.582
      21.246        0.000      121.484     1378.582
      21.260        0.000      121.484     1378.582
      21.274        0.000      121.484     1378.582
      21.286        0.000      121.484     1378.582
      21.298        0.000      121.484     1378.582
      21.312        0.000      121.484     1378.582
      21.324        0.000      121.484     1378.582
      21.336        0.000      121.484     1378.582
      21.348        0.000      121.484     1378.582
      21.360        0.000      121.484     1378.582
      21.373        0.000      121.484     1378.582
      21.385        0.000      121.484     1378.582
      21.397        0.000      121.484     1378.582
      21.410        0.000      121.484     1378.582
      21.422        0.000      121.484     1378.582
      21.435        0.000      121.484     1378.582
      21.448        0.000      121.484     1378.582
      21.460        0.000      121.484     1378.582
      21.472        0.000      121.484     1378.582
      21.484        0.000      121.484     1378.582
      21.497        0.000      121.484     1378.582
      21.509        0.000      121.484     1378.582
      21.521        0.000      121.484     1378.582
      21.533        0.000      121.484     1378.582
      21.545        0.000      121.484     1378.582
      21.557        0.000      121.484     1378.582
      21.570        0.000      121.484     1378.582
      21.582        0.000      121.484     1378.582
      21.594        0.000      121.484     1378.582
      21.606        0.000      121.484     1378.582
      21.619        0.000      121.484     1378.582
      21.631        0.000      121.484     1378.582
      21.643        0.000      121.484     1378.582
      21.655        0.000      121.484     1378.582
      21.667        0.000      121.484     1378.582
      21.680       82.200      121.484     1378.582
      21.692        0.000      121.484     1378.582
      21.704        0.000      121.484     1378.582
      21.716        0.000      121.484     1378.582
      21.728        0.000      121.484     1378.582
      21.740        0.000      121.484     1378.582
      21.752        0.000      121.484     1378.582
      21.764        0.000      121.484     1378.582
      21.776        0.000      121.484     1378.582
      21.788        0.000      121.484     1378.582
      21.801        0.000      121.484     1378.582
      21.813        0.000      121.484     1378.582
      21.825        0.000      121.484     1378.582
      21.838        0.000      121.484     1378.582
      21.850        0.000      121.484     1378.582
      21.862        0.000      121.484     1378.582
